,AidData Project ID,aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
805964,,116554953,NA,2012,Finland,FI,Europe,Asociacií_n Grupo de Trabajo Redes (AGTR),MFA,1,Peru,PE,South America,11/3/10,12/30/13,1/1/12,NA,NA,Promoting domestic work as a decent occupation for women,PROMOTING DOMESTIC WORK AS A DECENT OCCUPATION FOR WOMEN,Domestic workers are one of the most vulnerable groups in Peruvian society and the labour markets. Being mostly women and migrants from the rural areas of the country domestic workers are treated as second class citizens with less rights than others. Domestic work is one of the largest sectors of the informal economy. Although there is a law since 2003 regulating domestic work it is often neglected and the rights of persons working in domestic service are systematically ignored. The salaries are below minimum wage often only accommodation and food are seen as sufficient compensation fo helping in the household. Domestic workers work up to 16hour days with no 24hour rests holidays and no right to social security. Working in private household they are often subjected to violence and abuse by their employers. The objective of this project is to contribute to the inclusion of domestic workers as workers and full citizens of the society. The immediate objective is that the domestic workers once empowered would be in a position to better negotiate their rights and fulfil their responsibilities. The main cross-cutting objectives concerning the Finnish development policy are 1) promotion of equal opportunities for a group that is marginalized and discriminated in the society and 2) gender equality: most of domestic workers are women. The project will be carried out by the Peruvian partner Asociacií_n Grupo de Trabajo Redes (AGTR). Activities are organized using already existing structures: La Casa de Panchita is a local meeting point in Lima coordinated by AGTR that offers a variety of services for domestic workers. In the same establishment is also situated the employment agency LA CASA DE PANCHITA S.A.C. that mediate job opportunities for persons in domestic services without commission fees. The beneficiaries of the project are around 1500 women over 18 years who work or are seeking for work in domestic services and wish to improve their working conditions and bargaining power. The beneficiaries are contacted through La Casa de Panchita and the ones following a job training are elegible to seek for a job through the employment agency.The main activities of the project are: a. Job training b. Legal counseling for domestic workers experiencing problems at their workplacec. Empowerment through artd. Participatory theatre where domestic workers practice their bargaining power through theatre.,45408611,2012000237,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15170,Women's equality organisations and institutions,15150,Strengthening civil society,64261,0,0,0,0,2,0,NA,1,22000,NA,0,0,0,0,60580.97686,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
1125360,83199001,119083735,NA,2012,United States,US,North & Central America,INTERPOL,JUSTICE,1,Peru,PE,South America,6/24/12,6/24/12,1/1/12,NA,NA,Special Investigative Unit (SIU) Basic Fundamental Law Enforcement Practices,SPECIAL INVESTIGATIVE UNIT (SIU) BASIC FUNDAMENTAL LAW ENFORCEMENT PRACTICES,"Special Investigative Unit (SIU) Basic Fundamental Law Enforcement Practices; This is a five week course conducted at the DEA Academy in Quantico, VA and is a requirement for all officers to complete who are assigned to DEA Sensitive Investigative Units (SIU) worldwide.Œæ The basic course serves as their foundation in fundamental law enforcement practices for these newly assigned officers.Œæ It is based on the DEA Basic Agent training program and covers a wide range of topics in drug law enforcement.",80_176,2012059106,151,"Government and civil society, general",15130,Legal and judicial development,31191.05,Livestock/veterinary services,ODA Grants,151,I.5.a. Government & Civil Society-general,15130,Legal and judicial development,15130,Legal and judicial development,71492,0,NA,NA,NA,NA,NA,NA,2,10000,NA,0,0,0,0,0,72814,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
1096452,50172163,96203787,NA,2010,Spain,ES,Europe,AMAZONŒæREGIONAL GOVERNMENTŒæ-ŒæSPECIAL PROJECTŒæKULEíÅP,MFA,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,PCI. Preparation of a research project for the study of antibiotics resistance and virulence in bacteria causing nosocomial infections,INFECTIOUS DISEASE CONTROL,PREPARACIíñN DE UN PROYECTO DE INVESTIGACIíñN PARA EL ESTUDIO DE LA RESISTENCIA A ANTIBIíñTICOS Y LA VIRULENCIA EN BACTERIAS CAUSANTES DE INFECCIONES NOSOCOMIALES,2010-BIL-AGE-3822,2010003822,122,Basic health,NA,,,,ODA Grants,122,I.2.b. Basic Health,12250,Infectious disease control,12250,Infectious & Parasitic disease control,12634,0,0,0,0,0,0,NA,0,22000,NA,0,0,0,0,0,11920.5298,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
761676,,108414851,NA,2011,Spain,ES,Europe,Mainel Foundation of Valentian Comunity,AG,1,Peru,PE,South America,6/25/11,6/25/14,1/1/11,NA,NA,Improving the education system and protection of an entreprising culture for the promotion of the micro-economic fabric in the Vice District. Province of Sec,IMPROVING THE EDUCATION SYSTEM AND PROTECTION OF AN ENTREPRISING CULTURE FOR THE PROMOTION OF THE MICRO-ECONOMIC FABRIC IN THE VICE DISTRICT. PROVINC,"El programa pretende mejorar la calidad de vida de los habitantes del Distrito de Vice mediante el impulso de su tejido microeconí_mico, el desarrollo de su sistema educativo y la promocií_n de una cultura emprendedora desde la escuela, la familia y las organizaciones de base. Sus objetivos son: 1) Impulsar el tejido microeconí_mico del Distrito de Vice mediante el estudio y la promocií_n de sus potencialidades socioeconí_micas y de mercado, la capacitacií_n de pescadores artesanales y pequeí±os agricultores -los sectores econí_micos míçs representativos del distrito- y la mejora de la infraestructura de riego de la zona; 2) Promover un programa de formacií_n continua de calidad y pertinente con las necesidades y demandas locales, dirigido a funcionarios de la Municipalidad, a docentes y a directores/as de instituciones educativas del distrito y 3) Fortalecer la educacií_n de nivel secundario en la zona y mentalizar a los padres y madres de familia de la importancia que para el futuro de sus hijos e hijas tiene la finalizacií_n de sus estudios medios y, en su caso, la realizacií_n de estudios superiores, coherentes con las demandas de desarrollo sostenible tanto en el plano local, como en el provincial y en el regional. El programa se ejecutaríç con un modelo de intervencií_n basado en la formacií_n y el acompaí±amiento directo e integral a los beneficiarios. Tiene como metas principales mejorar la calidad educativa y promocionar una cultura emprendedora en todo el Distrito, como ví_as para abrir nuevas expectativas econí_micas en la zona y mejorar la calidad de vida de sus habitantes. Para ello, se dictaríçn programas de sensibilizacií_n y formacií_n a alumnos/as de secundaria, a padres y madres de familia y a docentes y directores/as de centros educativos. Los objetivos míçs importantes que se busca conseguir con ello es mejorar la formacií_n de las personas que gestionan e imparten la educacií_n en al íçrea de intervencií_n y concienciar a los padres y madres de familia -y a los propios jí_venes- sobre la importancia de terminar la secundaria e iniciar una formacií_n superior, coherente con las demandas laborales locales, provinciales y regionales.Las carencias formativas de la poblacií_n local pretenden atajarse en todos los niveles, incluido el formado por los cargos polí_ticos de mayor responsabilidad en la zona de actuacií_n. Con este fin, el programa, junto con la Municipalidad Distrital de Vice, han previsto mejorar la capacidad de gestií_n distrital e impartir un programa de Fortalecimiento de la Gestií_n del Gobierno Distrital de Vice. Ademíçs, las personas responsables de la intervencií_n tambií©n trabajaríçn con los jí_venes del distrito que siguen estudios tí©cnicos, mediante la promocií_n de concursos de proyectos empresariales que tengan como meta el desarrollo socioeconí_mico del distrito, y se organizaríç un programa de tertulias y charlas tí©cnicas impartido por empresarios y/o profesionales demandantes de servicios profesionales futuros.",009-004569-1,2011002318,160,Other social infrastructure and services,NA,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,549186,0,NA,0,0,0,0,NA,1,22000,NA,0,0,0,0,549185.6368,0,0,D01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
1144696,,119698144,NA,2012,Spain,ES,Europe,ODESC - Observatorio sobre el cumplimiento de la Declaracií_n Universal de los DerecchoS Humanos (DU,AECID,1,Peru,PE,South America,12/31/11,12/30/12,1/1/12,NA,NA,10-CO1-061/SthC/Ecuador and Peru/Children rights.,10-CO1-061/STHC/ECUADOR AND PERU/CHILDREN RIGHTS.,"10-CO1-061/SthC/Ecuador y Perí_/$total inicial 7,1mä‰å/Derechos de la infancia En el marco del presente convenio, Save the Children pretende promover h erramientas y los sistemas de proteccií_n a la infancia fortaleciendo las capacidades de los actores sociales e instituciones garantes del cumpli miento de los derechos de la infancia con dos diferentes enfoques. En Ec uador se trabajaríç en reducir la vulnerabilidad de la infancia afectada por las diníçmicas de movilidad humana en las regiones fronterizas Norte y Sur, mientras que en Perí_ se realizaríç un abordaje integral para el fo rtalecimiento del sistema nacional de proteccií_n y su respuesta ante sit uaciones de abuso, violencia y abandono, con el concurso de la sociedad civil y la articulacií_n de sus organizaciones. Los tres pilares que se van a desarrollar en Ecuador son:äó¢ Proteccií_n de grupos vulnerables, con especial incidencia en NNAs.äó¢ Mej ora de la calidad educativa, con especial í©nfasis en el acceso y permane ncia.äó¢ Incidencia polí_tica.En Perí_, con la ejecucií_el presente conveni o se pretende fortalecer el sistema nacional de atencií_n a las nií±as, ni í±os y adolescentes para garantizar que, por un lado que el Estado y, por otro, la sociedad civil, hayan desarrollado las capacidades necesarias para garantizar el ejercicio de los derechos de la nií±ez. Como consecuen cia, y a traví©s de los espacios generados, se espera mejorar la implemen tacií_n de las polí_ticas pí_blicas de infancia y la generacií_n de un movim iento social de infancia conformado por organizaciones de derechos de in fancia, organizaciones de derechos humanos, organizaciones de NNA, empre sa privada, aparato pí_blico y sociedad civil en general.",009-053503-1,2012003556a,151,"Government and civil society, general",15150,Strengthening civil society,99810.01,All other activities when sector is not specified,ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,15150,Strengthening civil society,3041678,0,0,0,0,0,0,NA,2,22000,NA,0,0,0,0,2820132.776,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
264653,,97276666,NA,2010,Spain,ES,Europe,ND,MUNIC,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,ND,AGRO-INDUSTRIES,"Partiendo de un taller productivo dedicado al emprendimiento y la capacitacií_n laboral se ha conseguido crear una empresa solidaria de servicios con beneficios econí_micos para asegurar tanto su autosostenibilidad como el sustento de los trabajadores (reduciendo así_ los niveles de pobreza de la zona). Para ello, se ha constitudo la empresa (atendiendo temas de organizacií_n legal, contable, jurí_dica y administrativa); se han mejorado las infraestucturas; se han ampliado y renovado parte del equipamiento; y se ha posibilitado la puesta en marcha de otras iniciativas empresariales",2010-BIL-EELL-30733,2010015651,321,Industry,NA,,,,ODA Grants,321,III.2.a. Industry,32161,Agro-industries,32120,Industrial development,47949,0,2,0,0,0,0,NA,0,22000,NA,0,0,0,0,45242.15894,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1096176,50053548,96193701,NA,2010,Spain,ES,Europe,MIN. OF AGRIC. DEVPTŒæWATERŒæRESOURCES AUTHORITYŒæOF PANAMAŒæINSTITUTE OFŒæAGRIC RESEARCH SENAPAN,MFA,1,Peru,PE,South America,1/1/10,1/1/12,1/1/10,NA,NA,2006-2010 Program  Promotion of equity and inclusion for human rights realization . Basket Fund of the Ombudsman,2006-2010 PROGRAM PROMOTION OF EQUITY AND INCLUSION FOR HUMAN RIGHTS REALIZATION . BASKET FUND OF THE OMBUDSMAN,"Mejorar el cumplimiento de las obligaciones y responsabilidades del Estado para la realizacií_n integral de los derechos de las personas, especialmente de la poblacií_n en situacií_n de mayor pobreza y exclusií_n.El Estado en todos los niveles de gobierno (nacional, regional, local), diseí±a e implementa polí_ticas pí_blicas orientadas a garantizar la realizacií_n de los derechos humanos, especialmente los derechos econí_micos, sociales y culturales de la poblacií_n en situacií_n de mayor pobreza y exclusií_n.La poblacií_n, especialmente la que se encuentra en situacií_n de mayor pobreza y exclusií_n, cuenta con mayores posibilidades y capacidades para el ejercicio de sus derechos.",2010-BIL-AGE-728,2010000728,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15160,Human rights,15150,Strengthening civil society,701876,0,0,0,0,1,0,NA,2,12000,NA,0,0,0,0,662251.6556,0,0,B04,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
1096418,,96202548,NA,2010,Spain,ES,Europe,AMAZONŒæREGIONAL GOVERNMENTŒæ-ŒæSPECIAL PROJECTŒæKULEíÅP,MFA,1,Peru,PE,South America,1/1/10,1/1/14,1/1/10,NA,NA,"Strengthening of capacities for management of local public bodies (municipalities, schools and health care centres) of Cusco and Cajamarca (Peru), t","STRENGTHENING OF CAPACITIES FOR MANAGEMENT OF LOCAL PUBLIC BODIES (MUNICIPALITIES, SCHOOLS & HEALTH CARE CENTRES) OF CUSCO & CAJAMARCA (PERU), THROU","El programa Willay pretende fortalecer las capacidades para la gestií_n de entidades pí_blicas locales (municipalidades, escuelas y centros de salud) de Cusco y Cajamarca (Perí_), mediante el uso innovador de las Tecnologí_as de la Informacií_n y Comunicacií_n (TIC).Desde el EBDH asumimos que trabajar en Gobernabilidad Democríçtica significa trabajar en tres resultados principales: 1) Gestií_n Pí_blica; 2) Transparencia y Rendicií_n de cuentas; y 3) Participacií_n Ciudadana. Todo esto teniendo en cuenta tanto a las Instituciones pí_blicas como äóìtitulares de obligacionesäóù, a las organizaciones sociales como principales äóìTitulares de responsabilidadesäóù y a los ciudadanos y ciudadanas como äóìTitulares de derechosäóù. Ademíçs se consideran a otros actores äóìtitulares de obligacionesäóù por la relevancia que pueden alcanzar en este tema, como pueden ser las empresas y ONGs.",2010-BIL-AGE-1361,2010001361,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15110,Public sector policy and adm. management,15110,Economic and development policy/planning,3593604,0,0,0,0,0,0,NA,2,22000,NA,0,0,0,0,0,0,3390728.477,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
225105,,107462573,NA,2011,Italy,IT,Europe,Scuola Materna S. Teresita di Lima,MISC,1,Peru,PE,South America,2/1/10,1/31/14,1/1/11,NA,NA,Integrated management and development in trans boundary area of Madre de Dios- Peru e Pando- Bolivia,INTEGRATED MANAGEMENT AND DEVELOPMENT IN TRANS BOUNDARY AREA OF MADRE DE DIOS- PERU E PANDO- BOLIVIA,"The overall objective of the project is to contribute to the improvement of governance in the region south of the Amazon, through the participation of different public actors and local organizations.",PER888,2011990201,151,"Government and civil society, general",NA,,,,ODA Grants,151,I.5.a. Government & Civil Society-general,15130,Legal and judicial development,15130,Legal and judicial development,343484,0,0,0,0,1,1,NA,2,20000,NA,0,0,0,0,343483.7319,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
1096431,50155335,96203019,NA,2010,Spain,ES,Europe,AMAZONŒæREGIONAL GOVERNMENTŒæ-ŒæSPECIAL PROJECTŒæKULEíÅP,MFA,1,Peru,PE,South America,1/1/10,1/1/12,1/1/10,NA,NA,Integral management of the binational drainage basin Catamayo-Chira. National Development Plan of the bordering region Peru-Ecuador,INTEGRAL MANAGEMENT OF THE BINATIONAL DRAINAGE BASIN CATAMAYO-CHIRA. NATIONAL DEVELOPMENT PLAN OF THE BORDERING REGION PERU-ECUADOR,"Busca una gestií_n integral y compartida de la Cuenca Catamayo Chira, mejorando el uso de los recursos y el desarrollo socioeconí_mico de la poblacií_n a ella vinculada, la creacií_n de un plan de manejo de la cuenca, la promocií_n de actividades productivas y formativas y/o educativas de la poblacií_n, en un marco de promocií_n de las relaciones de interculturalidad y promoviendo polí_ticas de igualdad entre mujeres y hombres.",2010-BIL-AGE-751,2010000751,140,Water supply and sanitation,NA,,,,ODA Grants,140,I.4. Water Supply & Sanitation,14040,River development,14040,River development,533426,0,0,1,2,1,2,NA,2,11000,NA,0,0,0,0,503311.2583,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
765212,,108526633,NA,2011,Spain,ES,Europe,Misií_n Esperanza NGO.,MUNIC,1,Peru,PE,South America,10/1/11,12/31/12,1/1/11,NA,NA,"Building of a community children and young people library in the human settlement Las Malvinas, in the city of Tumbes. Peru.","BUILDING OF A COMMUNITY CHILDREN AND YOUNG PEOPLE LIBRARY IN THE HUMAN SETTLEMENT LAS MALVINAS, IN THE CITY OF TUMBES. PERU.","Construccií_n de una biblioteca en el asentamiento humano Las Malvinas en el distrito de Tumbes, en la provincia y departamento del mismo nombre, con objeto de complementar y reforzar las actividades educativas que reciben en el sistema educativo obligatorio peruano. Aprovechar el espacio para el desarrollo de una serie de actividades encaminadas a llenar el tiempo de ocio de los jí_venes, así_ como para ofrecer un recurso que sirva de escaparate para el desarrollo cultural de la poblacií_n en general. -- Geographical target area : El asentamiento humano ?Las Malvinas? se encuentra ubicado en el sector norte del distrito de Tumbes aproximadamente a 6 Km de la frontera con el Ecuador Aguas Verdes, provincia y departamento de Tumbes-Perí_. --",2011-EELL-1189-0001,2011009769,160,Other social infrastructure and services,NA,,,,ODA Grants,160,I.6. Other Social Infrastructure & Services,16061,Culture and recreation,16010,Social/ welfare services,30886,0,NA,NA,NA,NA,NA,NA,NA,22000,NA,0,0,0,0,30886.38765,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
